CVE,DESCRIP
V389,Ocupante no especificado de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión de tránsito
V390,"Conductor de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
V391,"Pasajero de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
V392,"Ocupante no especificado de  vehículo de motor de tres ruedas lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
V393,"Ocupante (cualquiera) de vehículo de motor de tres ruedas lesionado en accidente no de tránsito, no especificado"
V394,"Conductor de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
V395,"Pasajero de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
V396,"Ocupante no especificado de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
V398,Ocupante (cualquiera) de vehículo de motor de tres ruedas lesionado en otros accidentes de transporte especificados
V399,Ocupante (cualquiera) de vehículo de motor de tres ruedas lesionado en accidente de tránsito no especificado
V400,Conductor de automóvil lesionado por colisión con peatón o animal en accidente no de tránsito
V401,Pasajero de automóvil lesionado por colisión con peatón o animal en accidente no de tránsito
V402,Persona que viaja fuera del automóvil lesionada por colisión con peatón o animal en  accidente no de tránsito
V403,Ocupante no especificado de automóvil lesionado por colisión con peatón o animal en accidente no de tránsito
V404,Persona lesionada al subir o bajar del automóvil por colisión con peatón o animal
V405,Conductor de automóvil lesionado por colisión con peatón o animal en accidente de tránsito
V406,Pasajero de automóvil lesionado por colisión con peatón o animal en accidente de tránsito
V407,Persona que viaja fuera del automóvil lesionada por colisión con peatón o animal en accidente de tránsito
V409,Ocupante no especificado de automóvil lesionado por colisión con peatón o animal en accidente de tránsito
V410,Conductor de automóvil lesionado por colisión con vehículo de pedal en accidente no de tránsito
V411,Pasajero de automóvil lesionado por colisión con vehículo de pedal en accidente no de tránsito
V412,Persona que viaja fuera del automóvil lesionada por colisión con vehículo de pedal en accidente no de tránsito
V413,Ocupante no especificado de automóvil lesionado por colisión con vehículo de pedal en accidente no de tránsito
V414,Persona lesionada al subir o bajar del automóvil por colisión con vehículo de pedal
V415,Conductor de automóvil lesionado por colisión con vehículo de pedal en accidente de tránsito
V416,Pasajero de automóvil lesionado por colisión con vehículo de pedal en accidente de tránsito
V417,Persona que viaja fuera del automóvil lesionada por colisión con vehículo de pedal en accidente de tránsito
V419,Ocupante no especificado de automóvil lesionado por colisión con vehículo de pedal en accidente de tránsito
V420,Conductor de automóvil lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V421,Pasajero de automóvil lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V422,Persona que viaja fuera del automóvil lesionada por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V423,Ocupante no especificado de automóvil lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V424,Persona lesionada al subir o bajar del automóvil por colisión con otro vehículo de motor de dos o tres ruedas
V425,Conductor de automóvil lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V426,Pasajero de automóvil lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V427,Persona que viaja fuera del automóvil lesionada por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V429,Ocupante no especificado de automóvil lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V430,"Conductor de automóvil lesionado por colisión con automóvil, camioneta o furgoneta en  accidente no de tránsito"
V431,"Pasajero de automóvil lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V432,"Persona que viaja fuera del automóvil lesionada por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V433,"Ocupante no especificado de automóvil lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V434,"Persona lesionada al subir o bajar del automóvil por colisión con automóvil, camioneta o furgoneta"
V435,"Conductor de automóvil lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V436,"Pasajero de automóvil lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V437,"Persona que viaja fuera del automóvil lesionada por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V439,"Ocupante no especificado de automóvil lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V440,Conductor de automóvil lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V441,Pasajero de automóvil lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V442,Persona que viaja fuera del automóvil lesionada por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V443,Ocupante no especificado de automóvil lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V444,Persona lesionada al subir o bajar del automóvil por colisión con vehículo de transporte pesado o autobús
V445,Conductor de automóvil lesionado por colisión con vehículo de transporte pesado o autobús  en accidente de tránsito
V446,Pasajero de automóvil lesionado por colisión con vehículo de transporte pesado o autobús  en accidente de tránsito
V447,Persona que viaja fuera del automóvil lesionada por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
V449,Ocupante no especificado de automóvil lesionado por colisión con vehículo de transporteo pesado o autobús en  accidente de tránsito
V450,Conductor de automóvil lesionado por colisión con tren o vehículo de rieles en accidente no de tránsito
V451,Pasajero de automóvil lesionado por colisión con tren o vehículo de rieles en accidente no de tránsito
V452,Persona que viaja fuera del automóvil lesionada por colisión con tren o vehículo de rieles en accidente no de tránsito
V453,Ocupante no especificado de automóvil lesionado por colisión con tren o vehículo de rieles en accidente no de tránsito
V454,Persona lesionada al subir o bajar del automóvil por colisión con tren o vehículo de rieles
V455,Conductor de automóvil lesionado por colisión con tren o vehículo de rieles en accidente de tránsito
V456,Pasajero de automóvil lesionado por colisión con tren o vehículo de rieles en accidente de tránsito
V457,Persona que viaja fuera del automóvil lesionada por colisión con tren o vehículo de rieles en accidente de tránsito
V459,Ocupante no especificado de automóvil lesionado por colisión con tren o vehículo de rieles en accidente de tránsito
V460,Conductor de automóvil lesionado por colisión con otros vehículos sin motor en accidente no de tránsito
V461,Pasajero de automóvil lesionado por colisión con otros vehículos sin motor en accidente no de tránsito
V462,Persona que viaja fuera del automóvil lesionada por colisión con otros vehículos sin motor en  accidente no de tránsito
V463,Ocupante no especificado de automóvil lesionado por colisión con otros vehículos sin motor en  accidente no de tránsito
V464,Persona lesionada al subir o bajar del automóvil por colisión con otros vehículos sin motor
V465,Conductor de automóvil lesionado por colisión con otros vehículos sin motor en accidente de tránsito
V466,Pasajero de automóvil lesionado por colisión con otros vehículos sin motor en accidente de tránsito
V467,Persona que viaja fuera del automóvil lesionada por colisión con otros vehículos sin motor en  accidente de tránsito
V469,Ocupante no especificado de automóvil lesionado por colisión con otros vehículos sin motor en accidente de tránsito
V470,Conductor de automóvil lesionado  por  colisión con objeto fijo o estacionado en accidente no de tránsito
V471,Pasajero de automóvil lesionado  por  colisión con objeto fijo o estacionado en accidente no de tránsito
V472,Persona que viaja fuera del automóvil lesionada  por  colisión con objeto fijo o estacionado en  accidente no de tránsito
V473,Ocupante no especificado de automóvil lesionado  por  colisión con objeto fijo o estacionado en  accidente no de tránsito
V474,Persona lesionada al subir o bajar del automóvil por  colisión con objeto fijo o estacionado
V475,Conductor de automóvil lesionado  por  colisión con objeto fijo o estacionado en accidente de tránsito
V476,Pasajero de automóvil lesionado  por  colisión con objeto fijo o estacionado en accidente de tránsito
V477,Persona que viaja fuera del automóvil lesionada  por  colisión con objeto fijo o estacionado en accidente de tránsito
V479,Ocupante no especificado de automóvil lesionado  por  colisión con objeto fijo o estacionado en accidente de tránsito
V480,Conductor de automóvil lesionado en accidente de transporte sin colisión no de tránsito
V481,Pasajero de automóvil lesionado en accidente de transporte sin colisión no de tránsito
V482,Persona que viaja fuera del automóvil lesionada en accidente de transporte sin colisión no de tránsito
V483,Ocupante no especificado de automóvil lesionado en accidente de transporte sin colisión no de tránsito
V484,Persona lesionada al subir o bajar del automóvil en accidente de transporte sin colisión
V485,Conductor de automóvil lesionado en accidente de transporte sin colisión de tránsito
V486,Pasajero de automóvil lesionado en accidente de transporte sin colisión de tránsito
V487,Persona que viaja fuera del automóvil lesionada en accidente de transporte sin colisión de tránsito
V489,Ocupante no especificado de automóvil lesionado en accidente de transporte sin colisión de tránsito
V490,"Conductor de automóvil lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
V491,"Pasajero de automóvil lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
V492,"Ocupante no especificado de de vehículo de automóvil lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
V493,"Ocupante (cualquiera) de automóvil lesionado en accidente no de tránsito, no especificado"
V494,"Conductor de automóvil lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
V495,"Pasajero de automóvil lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
V496,"Ocupante no especificado de automóvil lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
V498,Ocupante (cualquiera) de automóvil lesionado en otros accidentes de transporte especificados
V499,Ocupante (cualquiera) de automóvil lesionado en accidente de tránsito no especificado
V500,Conductor de camioneta o furgoneta lesionado por colisión con peatón o animal en accidente no de tránsito
V501,Pasajero de camioneta o furgoneta lesionado por colisión con peatón o animal en accidente no de tránsito
V502,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con peatón o animal en accidente no de tránsito
V503,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con peatón o animal en accidente no de tránsito
V504,Persona lesionada al subir o bajar de camioneta o furgoneta por colisión con peatón o animal
V505,Conductor de camioneta o furgoneta lesionado por colisión con peatón o animal en accidente de tránsito
V506,Pasajero de camioneta o furgoneta lesionado por colisión con peatón o animal en accidente de tránsito
V507,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con peatón o animal en accidente de tránsito
V509,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con peatón o animal en accidente de tránsito
V510,Conductor de camioneta o furgoneta lesionado por colisión con vehículo de pedal en accidente no de tránsito
V511,Pasajero de camioneta o furgoneta lesionado por colisión con vehículo de pedal en accidente no de tránsito
V512,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con vehículo de pedal en accidente no de tránsito
V513,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con vehículo de pedalen accidente no de tránsito
V514,Persona lesionada al subir o bajar de camioneta o furgoneta por colisión con vehículo de pedal
V515,Conductor de camioneta o furgoneta lesionado por colisión con vehículo de pedal en accidente de tránsito
V516,Pasajero de camioneta o furgoneta lesionado por colisión con vehículo de pedal en accidente de tránsito
V517,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con vehículo de pedal en accidente de tránsito
V519,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con vehículo de pedal en accidente de tránsito
V520,Conductor de camioneta o furgoneta lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V521,Pasajero de camioneta o furgoneta lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V522,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V523,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V524,Persona lesionada al subir o bajar de camioneta o furgoneta por colisión con otro vehículo de motor de dos o tres ruedas
V525,Conductor de camioneta o furgoneta lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V526,Pasajero de camioneta o furgoneta lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V527,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V529,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V530,"Conductor de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V531,"Pasajero de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V532,"Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V533,"Ocupante no especificado de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de transito"
V534,"Persona lesionada al subir o bajar de camioneta o furgoneta por colisión con automóvil, camioneta o furgoneta"
V535,"Conductor de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V536,"Pasajero de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V537,"Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V539,"Ocupante no especificado de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V540,Conductor de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V541,Pasajero de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V542,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con vehículo de transporte pesado o autobús en  accidente no de tránsito
V543,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V544,Persona lesionada al subir o bajar de camioneta o furgoneta por colisión con vehículo de transporte pesado o autobús
V545,Conductor de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
V546,Pasajero de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
V547,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
V549,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
V550,Conductor de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles en accidente no de tránsito
V551,Pasajero de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles en accidente no de tránsito
V552,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con tren o vehículo de rieles en accidente no de tránsito
V553,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles en accidente no de tránsito
V554,Persona lesionada al subir o bajar de camioneta o furgoneta por colisión con tren o vehículo de rieles
V555,Conductor de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles en accidente de tránsito
V556,Pasajero de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles en accidente de tránsito
V557,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con tren o vehículo de rieles en accidente de tránsito
V559,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles en  accidente de tránsito
V560,Conductor de camioneta o furgoneta lesionado por colisión con otros vehículos sin motor en accidente no de tránsito
V561,Pasajero de camioneta o furgoneta lesionado por colisión con otros vehículos sin motor en accidente no de tránsito
V562,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con otros vehículos sin motor en accidente no de tránsito
V563,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con otros vehículos sin motor en accidente no de tránsito
V564,Persona lesionada al subir o bajar de camioneta o furgoneta por colisión con otros vehículos sin motor
V565,Conductor de camioneta o furgoneta lesionado por colisión con otros vehículos sin motor en accidente de tránsito
V566,Pasajero de camioneta o furgoneta lesionado por colisión con otros vehículos sin motor en accidente de tránsito
V567,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con otros vehículos sin motor en accidente de tránsito
V569,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con otros vehículos sin motor en accidente de tránsito
V570,Conductor de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado en accidente no de tránsito
V571,Pasajero de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado en accidente no de tránsito
V572,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con objeto fijo o estacionado en accidente no de tránsito
V573,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado en  accidente no de tránsito
V574,Persona lesionada al subir o bajar de camioneta o furgoneta por colisión con objeto fijo o estacionado
V575,Conductor de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado en accidente de tránsito
V576,Pasajero de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado en accidente de tránsito
V577,Persona que viaja fuera de camioneta o furgoneta lesionada por colisión con objeto fijo o estacionado en  accidente de tránsito
V579,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado en  accidente de tránsito
V580,Conductor de camioneta o furgoneta lesionado en accidente de transporte sin colisión no de tránsito
V581,Pasajero de camioneta o furgoneta lesionado en accidente de transporte sin colisión no de tránsito
V582,Persona que viaja fuera de camioneta o furgoneta lesionada en accidente de transporte sin colisión no de tránsito
V583,Ocupante no especificado de camioneta o furgoneta lesionado en accidente de transporte sin colisión no de tránsito
V584,Persona lesionada al subir o bajar de camioneta o furgoneta en accidente de transporte sin colisión
V585,Conductor de camioneta o furgoneta lesionado en accidente de transporte sin colisión de tránsito
V586,Pasajero de camioneta o furgoneta lesionado en accidente de transporte sin colisión de tránsito
V587,Persona que viaja fuera de camioneta o furgoneta lesionada en accidente de  transporte sin colisión de tránsito
V589,Ocupante no especificado de camioneta o furgoneta lesionado en accidente de  transporte sin colisión de tránsito
V590,"Conductor de camioneta o furgoneta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
V591,"Pasajero de camioneta o furgoneta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
V592,"Ocupante no especificado de camioneta o furgoneta lesionado  por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
V593,"Ocupante (cualquiera) de camioneta o furgoneta lesionado en accidente no de tránsito, no especificado"
V594,"Conductor de camioneta o furgoneta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
V595,"Pasajero de camioneta o furgoneta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
V596,"Ocupante no especificado de camioneta o furgoneta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
V598,Ocupante (cualquiera) de camioneta o furgoneta lesionado en otros accidentes de transporte especificados
V599,Ocupante (cualquiera) de camioneta o furgoneta lesionado en accidente de tránsito no especificado
V600,Conductor de vehículo de transporte pesado lesionado por colisión con peatón o animal en accidente no de tránsito
V601,Pasajero de vehículo de transporte pesado lesionado por colisión con peatón o animal en accidente no de tránsito
V602,Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con peatón o animal en  accidente no de tránsito
V603,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con peatón o animal en  accidente no de tránsito
V604,Persona lesionada al subir o bajar del vehículo de transporte pesado por colisión con peatón o animal
V605,Conductor de vehículo de transporte pesado lesionado por colisión con peatón o animal en accidente de tránsito
V606,Pasajero de vehículo de transporte pesado lesionado por colisión con peatón o animal en accidente de tránsito
V607,Persona que viaja fuera del vehículo de transporte pesado lesionado por colisión con peatón o animal en accidente de tránsito
V609,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con peatón o animal en accidente de tránsito
V610,Conductor de vehículo de transporte pesado lesionado por colisión con vehículo de pedal en accidente no de tránsito
V611,Pasajero de vehículo de transporte pesado lesionado por colisión con vehículo de pedal en accidente no de tránsito
V612,Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con vehículo de pedal en accidente no de tránsito
V613,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con vehículo de pedal en accidente no de tránsito
V614,Persona lesionada al subir o bajar del vehículo de transporte pesado por colisión con vehículo de pedal
V615,Conductor de vehículo de transporte pesado lesionado por colisión con vehículo de pedal en accidente de tránsito
V616,Pasajero de vehículo de transporte pesado lesionado por colisión con vehículo de pedal en accidente de tránsito
V617,Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con vehículo de pedal en accidente de tránsito
V619,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con vehículo de pedal en accidente de tránsito
V620,Conductor de vehículo de transporte pesado lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V621,Pasajero de vehículo de transporte pesado lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V622,Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V623,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V624,Persona lesionada al subir o bajar del vehículo de transporte pesado por colisión con otro vehículo de motor de dos o tres ruedas
V625,Conductor de vehículo de transporte pesado lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V626,Pasajero de vehículo de transporte pesado lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V627,Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V629,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V630,"Conductor de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V631,"Pasajero de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V632,"Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V633,"Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V634,"Persona lesionada al subir o bajar del vehículo de transporte pesado por colisión con automóvil, camioneta o furgoneta"
V635,"Conductor de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V636,"Pasajero de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V637,"Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V639,"Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V640,Conductor de vehículo de transporte pesado lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V641,Pasajero de vehículo de transporte pesado lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V642,Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V643,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V644,Persona lesionada al subir o bajar del vehículo de transporte pesado por colisión con vehículo de transporte pesado o autobús
V645,Conductor de vehículo de transporte pesado lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
V646,Pasajero de vehículo de transporte pesado lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
V647,Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
V649,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
V650,Conductor de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles en accidente no de tránsito
V651,Pasajero de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles en accidente no de tránsito
V652,Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con  tren o vehículo de rieles en accidente no de tránsito
V653,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles en accidente no de tránsito
V654,Persona lesionada al subir o bajar del vehículo de transporte pesado por colisión con  tren o vehículo de rieles
V655,Conductor de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles en accidente de tránsito
V656,Pasajero de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles en accidente de tránsito
V657,Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con  tren o vehículo de rieles en accidente de tránsito
V659,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles en accidente de tránsito
V660,Conductor de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor en accidente no de tránsito
V661,Pasajero de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor en accidente no de tránsito
V662,Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con otros vehículos sin motor en  accidente no de tránsito
V663,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor en accidente no de tránsito
V664,Persona lesionada al subir o bajar del vehículo de transporte pesado por colisión con otros vehículos sin motor
V665,Conductor de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor en accidente de tránsito
V666,Pasajero de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor en accidente de tránsito
V667,Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con otros vehículos sin motor en  accidente de tránsito
V669,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor en accidente de tránsito
V670,Conductor de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado en accidente no de tránsito
V671,Pasajero de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado en accidente no de tránsito
V672,Persona que viaja fuera del vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado en accidente no de tránsito
V673,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado en accidente no de tránsito
V674,Persona lesionada al subir o bajar del vehículo de transporte pesado por colisión con objeto fijo o estacionado
V675,Conductor de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado en accidente de tránsito
V676,Pasajero de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado en accidente de tránsito
V677,Persona que viaja fuera del vehículo de transporte pesado lesionada por colisión con objeto fijo o estacionado en accidente de tránsito
V679,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado en accidente de tránsito
V680,Conductor de vehículo de transporte pesado lesionado en accidente de transporte sin colisión no de tránsito
V681,Pasajero de vehículo de transporte pesado lesionado en accidente de transporte sin colisión no de tránsito
V682,Persona que viaja fuera del vehículo de transporte pesado lesionada en accidente de transporte sin colisión no de tránsito
V683,Ocupante no especificado de vehículo de transporte pesado lesionado en accidente de transporte sin colisión no de tránsito
V684,Persona lesionada al subir o bajar del vehículo de transporte pesado en accidente de transporte sin colisión
V685,Conductor de vehículo de transporte pesado lesionado en accidente de transporte sin colisión de tránsito
V686,Pasajero de vehículo de transporte pesado lesionado en accidente de transporte sin colisión de tránsito
V687,Persona que viaja fuera del vehículo de transporte pesado lesionada en accidente de transporte sin colisión de tránsito
V689,Ocupante no especificado de vehículo de transporte pesado lesionado en accidente de transporte sin colisión de tránsito
V690,"Conductor de vehículo de transporte pesado lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
V691,"Pasajero de vehículo transporte pesado lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
V692,"Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con otros vehículos de motor, y con los no especificados,  en accidente no de tránsito"
V693,"Ocupante (cualquiera) de vehículo de transporte pesado lesionado en accidente no de tránsito, no especificado"
V694,"Conductor de vehículo de tansporte pesado lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
V695,"Pasajero de vehículo transporte pesado lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
V696,"Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
